transcript_id,transcript_position,read_index,probability_modified
ENST00000393394.5,130,966003.0,0.0141147552058101
ENST00000393394.5,130,966005.0,0.0000032159896364
ENST00000393394.5,130,966009.0,0.0002168014616473
ENST00000393394.5,130,966010.0,0.1148388385772705
ENST00000393394.5,130,966879.0,0.0514714010059834
ENST00000393394.5,130,966012.0,0.0030493943486363
ENST00000393394.5,130,966013.0,0.0052496474236250
ENST00000393394.5,130,965997.0,0.0716431960463524
ENST00000393394.5,130,966893.0,0.1025277376174927
ENST00000393394.5,130,965983.0,0.0000159832561621
ENST00000393394.5,130,965981.0,0.0000105620265458
ENST00000393394.5,130,965938.0,0.0014259306481108
ENST00000393394.5,130,966912.0,0.0000218000423047
ENST00000393394.5,130,965946.0,0.0001488217385486
ENST00000393394.5,130,965948.0,0.0000514033781656
ENST00000393394.5,130,966906.0,0.0000111565896077
ENST00000393394.5,130,965950.0,0.0009701849194244
ENST00000393394.5,130,965952.0,0.0019231965998188
ENST00000393394.5,130,966903.0,0.0042735105380416
ENST00000393394.5,130,965953.0,0.0010553684551269
ENST00000393394.5,130,965954.0,0.0003621774085332
ENST00000393394.5,130,965955.0,0.0980308875441551
ENST00000393394.5,130,965957.0,0.0000510084319103
ENST00000393394.5,130,966902.0,0.0001021482748911
ENST00000393394.5,130,965965.0,0.0000017401200694
ENST00000393394.5,130,965966.0,0.0000071502013270
ENST00000393394.5,130,966901.0,0.0005926034646109
ENST00000393394.5,130,965967.0,0.0065116416662931
ENST00000393394.5,130,965973.0,0.0513770096004009
ENST00000393394.5,130,965976.0,0.0428436994552612
ENST00000393394.5,130,966014.0,0.0062487963587046
ENST00000393394.5,130,966017.0,0.0000080436739154
ENST00000393394.5,130,966867.0,0.0010623973794281
ENST00000393394.5,130,966019.0,0.0018231804715469
ENST00000393394.5,130,966063.0,0.0000039478663894
ENST00000393394.5,130,966065.0,0.0488202981650829
ENST00000393394.5,130,966066.0,0.0010174220660701
ENST00000393394.5,130,966839.0,0.0000054060169532
ENST00000393394.5,130,966069.0,0.0000940672834986
ENST00000393394.5,130,966070.0,0.0000532909289177
ENST00000393394.5,130,966838.0,0.0001737746206345
ENST00000393394.5,130,966071.0,0.0000052502709877
ENST00000393394.5,130,966072.0,0.0008693214040250
ENST00000393394.5,130,966073.0,0.1014143005013466
ENST00000393394.5,130,966836.0,0.0076478640548885
ENST00000393394.5,130,966076.0,0.0000570077427255
ENST00000393394.5,130,966077.0,0.0341718420386314
ENST00000393394.5,130,966078.0,0.0849947109818459
ENST00000393394.5,130,966080.0,0.1079517900943756
ENST00000393394.5,130,966831.0,0.0000181596842594
ENST00000393394.5,130,966087.0,0.0319731160998344
ENST00000393394.5,130,966828.0,0.0209523625671864
ENST00000393394.5,130,966089.0,0.0429381690919399
ENST00000393394.5,130,966840.0,0.0121306963264942
ENST00000393394.5,130,966090.0,0.0089689940214157
ENST00000393394.5,130,966062.0,0.0000595764067839
ENST00000393394.5,130,966058.0,0.0017811582656577
ENST00000393394.5,130,966863.0,0.0087034367024899
ENST00000393394.5,130,966022.0,0.0000678345168126
ENST00000393394.5,130,966023.0,0.0007658526301384
ENST00000393394.5,130,966025.0,0.0004824945644941
ENST00000393394.5,130,966028.0,0.0000782291099313
ENST00000393394.5,130,966032.0,0.0003961490001529
ENST00000393394.5,130,966859.0,0.0005577240372077
ENST00000393394.5,130,966858.0,0.0208312645554543
ENST00000393394.5,130,966035.0,0.0001209048496094
ENST00000393394.5,130,966855.0,0.0019530013669282
ENST00000393394.5,130,966040.0,0.0000313277632813
ENST00000393394.5,130,966851.0,0.0111725777387619
ENST00000393394.5,130,966850.0,0.0001034446249832
ENST00000393394.5,130,966047.0,0.0000337267374562
ENST00000393394.5,130,966846.0,0.0023978769313544
ENST00000393394.5,130,966051.0,0.0004720453580376
ENST00000393394.5,130,966053.0,0.0010405688080937
ENST00000393394.5,130,966055.0,0.0007768287905492
ENST00000393394.5,130,966843.0,0.0000300744031847
ENST00000393394.5,130,966059.0,0.0325785167515278
ENST00000393394.5,130,965936.0,0.0059952302835882
ENST00000393394.5,130,966251.0,0.0000601043648203
ENST00000393394.5,130,966254.0,0.0722042396664619
ENST00000393394.5,130,966517.0,0.0003826306492556
ENST00000393394.5,130,966518.0,0.0027654382865876
ENST00000393394.5,130,966520.0,0.0058547910302877
ENST00000393394.5,130,966524.0,0.0109728472307324
ENST00000393394.5,130,966529.0,0.0000020785350898
ENST00000393394.5,130,966530.0,0.0062499102205038
ENST00000393394.5,130,966537.0,0.0000002467235163
ENST00000393394.5,130,966676.0,0.0001863705256255
ENST00000393394.5,130,966516.0,0.0006112406845205
ENST00000393394.5,130,966540.0,0.2479634433984756
ENST00000393394.5,130,966672.0,0.0023461394011974
ENST00000393394.5,130,966544.0,0.0109388651326299
ENST00000393394.5,130,966546.0,0.0030209552496672
ENST00000393394.5,130,966547.0,0.0019298520637676
ENST00000393394.5,130,966548.0,0.0002613497490529
ENST00000393394.5,130,966552.0,0.0000124531825350
ENST00000393394.5,130,966554.0,0.0050313584506512
ENST00000393394.5,130,966557.0,0.0008077753009275
ENST00000393394.5,130,966541.0,0.0038369826506823
ENST00000393394.5,130,966515.0,0.0000735033900128
ENST00000393394.5,130,966514.0,0.0001156016514869
ENST00000393394.5,130,966513.0,0.0001610044855624
ENST00000393394.5,130,966471.0,0.0001427810493624
ENST00000393394.5,130,966473.0,0.0004415147996042
ENST00000393394.5,130,966690.0,0.0035369517281651
ENST00000393394.5,130,966688.0,0.0001338951406069
ENST00000393394.5,130,966481.0,0.0000173504959093
ENST00000393394.5,130,966482.0,0.0001092095044442
ENST00000393394.5,130,966484.0,0.0002747410908341
ENST00000393394.5,130,966685.0,0.0042818663641810
ENST00000393394.5,130,966684.0,0.0235021524131298
ENST00000393394.5,130,966496.0,0.0000746826772229
ENST00000393394.5,130,966498.0,0.0110012684017420
ENST00000393394.5,130,966499.0,0.0006816874374636
ENST00000393394.5,130,966681.0,0.0000225105541176
ENST00000393394.5,130,966501.0,0.0000567844799662
ENST00000393394.5,130,966503.0,0.0000202331211767
ENST00000393394.5,130,966679.0,0.0000016539103171
ENST00000393394.5,130,966505.0,0.0040159556083381
ENST00000393394.5,130,966509.0,0.0001895590248751
ENST00000393394.5,130,966510.0,0.0002095873060171
ENST00000393394.5,130,966670.0,0.0011615698458627
ENST00000393394.5,130,966559.0,0.0024411086924374
ENST00000393394.5,130,966669.0,0.0009262074017897
ENST00000393394.5,130,966563.0,0.0262674577534199
ENST00000393394.5,130,966614.0,0.0000550758777536
ENST00000393394.5,130,966615.0,0.0162878409028053
ENST00000393394.5,130,966616.0,0.0004235389933456
ENST00000393394.5,130,966620.0,0.0146179227158427
ENST00000393394.5,130,966621.0,0.0269317645579576
ENST00000393394.5,130,966623.0,0.0018716948106885
ENST00000393394.5,130,966624.0,0.0018678603228182
ENST00000393394.5,130,966627.0,0.0000708851657691
ENST00000393394.5,130,966655.0,0.1403101682662964
ENST00000393394.5,130,966629.0,0.0010790018131956
ENST00000393394.5,130,966651.0,0.0058249169960618
ENST00000393394.5,130,966631.0,0.0016379154985771
ENST00000393394.5,130,966650.0,0.0000608174523222
ENST00000393394.5,130,966635.0,0.0008372311131097
ENST00000393394.5,130,966637.0,0.0527526699006557
ENST00000393394.5,130,966642.0,0.0014052852056921
ENST00000393394.5,130,966648.0,0.0009228679700755
ENST00000393394.5,130,966644.0,0.0005007450236008
ENST00000393394.5,130,966645.0,0.0000014413179770
ENST00000393394.5,130,966611.0,0.0007530162110925
ENST00000393394.5,130,966469.0,0.0079755503684282
ENST00000393394.5,130,966656.0,0.0017970222979784
ENST00000393394.5,130,966606.0,0.0000063482912083
ENST00000393394.5,130,966565.0,0.0001100652152672
ENST00000393394.5,130,966668.0,0.0024828752502799
ENST00000393394.5,130,966573.0,0.0055380291305482
ENST00000393394.5,130,966662.0,0.0780677124857903
ENST00000393394.5,130,966661.0,0.0004946732660756
ENST00000393394.5,130,966582.0,0.0061181318014860
ENST00000393394.5,130,966586.0,0.0001069002973964
ENST00000393394.5,130,966588.0,0.0134506104514003
ENST00000393394.5,130,966589.0,0.0012628674739972
ENST00000393394.5,130,966594.0,0.0065609510056674
ENST00000393394.5,130,966658.0,0.0000394662929466
ENST00000393394.5,130,966595.0,0.0001069889258360
ENST00000393394.5,130,966597.0,0.0022350419312716
ENST00000393394.5,130,966657.0,0.0131639316678047
ENST00000393394.5,130,966598.0,0.0000577717364649
ENST00000393394.5,130,966599.0,0.0106357596814632
ENST00000393394.5,130,966601.0,0.0002311524440302
ENST00000393394.5,130,966603.0,0.0108135817572474
ENST00000393394.5,130,966604.0,0.0006663986714557
ENST00000393394.5,130,966609.0,0.0007660788833164
ENST00000393394.5,130,966253.0,0.0004422412021086
ENST00000393394.5,130,966691.0,0.0001712446537567
ENST00000393394.5,130,966461.0,0.0000969743778114
ENST00000393394.5,130,966741.0,0.0617510192096233
ENST00000393394.5,130,966310.0,0.0041146785952151
ENST00000393394.5,130,966311.0,0.0004427003441378
ENST00000393394.5,130,966740.0,0.0000615257958998
ENST00000393394.5,130,966739.0,0.0125620374456048
ENST00000393394.5,130,966317.0,0.0076777087524533
ENST00000393394.5,130,966738.0,0.0036992076784372
ENST00000393394.5,130,966320.0,0.0010359791340306
ENST00000393394.5,130,966308.0,0.0023741235490888
ENST00000393394.5,130,966322.0,0.0015418131370097
ENST00000393394.5,130,966327.0,0.0034518484026194
ENST00000393394.5,130,966736.0,0.0001028823244269
ENST00000393394.5,130,966734.0,0.0026101896073669
ENST00000393394.5,130,966733.0,0.0092319482937455
ENST00000393394.5,130,966332.0,0.0001465461100452
ENST00000393394.5,130,966333.0,0.0001791531394701
ENST00000393394.5,130,966730.0,0.0000873057142599
ENST00000393394.5,130,966334.0,0.0011190237710252
ENST00000393394.5,130,966326.0,0.0008795048343018
ENST00000393394.5,130,966302.0,0.0028504841029644
ENST00000393394.5,130,966301.0,0.0005239899037406
ENST00000393394.5,130,966299.0,0.0470147803425789
ENST00000393394.5,130,966754.0,0.0051562073640525
ENST00000393394.5,130,966255.0,0.0193465556949377
ENST00000393394.5,130,966257.0,0.0216326694935560
ENST00000393394.5,130,966260.0,0.0001522548409412
ENST00000393394.5,130,966261.0,0.0000970184119069
ENST00000393394.5,130,966264.0,0.0041443798691034
ENST00000393394.5,130,966266.0,0.0000054003794503
ENST00000393394.5,130,966268.0,0.0014319330221042
ENST00000393394.5,130,966748.0,0.0000333254320140
ENST00000393394.5,130,966270.0,0.0011977866524830
ENST00000393394.5,130,966272.0,0.0001480977953179
ENST00000393394.5,130,966746.0,0.0001260905701201
ENST00000393394.5,130,966277.0,0.0005146523471922
ENST00000393394.5,130,966282.0,0.0020593530498445
ENST00000393394.5,130,966284.0,0.0021650891285390
ENST00000393394.5,130,966745.0,0.0007450101547875
ENST00000393394.5,130,966290.0,0.0027968450449407
ENST00000393394.5,130,966744.0,0.0007833190029487
ENST00000393394.5,130,966297.0,0.0006031494704075
ENST00000393394.5,130,966335.0,0.0034784108866006
ENST00000393394.5,130,966350.0,0.0000226667543757
ENST00000393394.5,130,966728.0,0.0013221229892224
ENST00000393394.5,130,966727.0,0.0399377979338169
ENST00000393394.5,130,966402.0,0.0005458275554702
ENST00000393394.5,130,966703.0,0.0010444879299030
ENST00000393394.5,130,966411.0,0.0025106691755354
ENST00000393394.5,130,966412.0,0.0002705250517465
ENST00000393394.5,130,966698.0,0.0903847515583038
ENST00000393394.5,130,966414.0,0.0024321712553501
ENST00000393394.5,130,966424.0,0.0000540062465006
ENST00000393394.5,130,966425.0,0.0001569483865751
ENST00000393394.5,130,966428.0,0.0051439455710351
ENST00000393394.5,130,966437.0,0.0000151451004058
ENST00000393394.5,130,966438.0,0.1662770658731461
ENST00000393394.5,130,966696.0,0.0002647793153301
ENST00000393394.5,130,966444.0,0.0002386129053775
ENST00000393394.5,130,966446.0,0.0009261667728424
ENST00000393394.5,130,966447.0,0.0042062844149768
ENST00000393394.5,130,966452.0,0.0003760480612982
ENST00000393394.5,130,966694.0,0.0093051847070456
ENST00000393394.5,130,966456.0,0.0000001713421653
ENST00000393394.5,130,966458.0,0.0001746685302351
ENST00000393394.5,130,966401.0,0.0227771606296301
ENST00000393394.5,130,966467.0,0.0039239432662725
ENST00000393394.5,130,966707.0,0.0002619134902488
ENST00000393394.5,130,966394.0,0.0038249103818089
ENST00000393394.5,130,966352.0,0.0005782085936517
ENST00000393394.5,130,966353.0,0.0024410574696958
ENST00000393394.5,130,966355.0,0.0000562479544897
ENST00000393394.5,130,966721.0,0.0115318289026618
ENST00000393394.5,130,966357.0,0.0185755062848330
ENST00000393394.5,130,966719.0,0.0026427749544382
ENST00000393394.5,130,966361.0,0.0000703100959072
ENST00000393394.5,130,966718.0,0.0000598908372922
ENST00000393394.5,130,966363.0,0.0006094359559938
ENST00000393394.5,130,966364.0,0.0000927845903789
ENST00000393394.5,130,966715.0,0.0011696150759235
ENST00000393394.5,130,966714.0,0.0021722575183958
ENST00000393394.5,130,966375.0,0.0011784755624831
ENST00000393394.5,130,966378.0,0.0000225711737585
ENST00000393394.5,130,966385.0,0.0005958419060335
ENST00000393394.5,130,966713.0,0.0122168986126781
ENST00000393394.5,130,966709.0,0.0003699675144162
ENST00000393394.5,130,966391.0,0.0091548394411802
ENST00000393394.5,130,966393.0,0.0009772791527212
ENST00000393394.5,130,966399.0,0.0001414813450538
ENST00000393394.5,130,965935.0,0.0037502134218812
ENST00000393394.5,130,965989.0,0.0000240063800447
ENST00000393394.5,130,966915.0,0.0072828768752515
ENST00000393394.5,130,965559.0,0.0037832912057638
ENST00000393394.5,130,965560.0,0.0010132938623428
ENST00000393394.5,130,965562.0,0.0015162519412115
ENST00000393394.5,130,965565.0,0.0039505991153419
ENST00000393394.5,130,967054.0,0.0000063544271143
ENST00000393394.5,130,965568.0,0.0037412627134472
ENST00000393394.5,130,965573.0,0.0017032185569406
ENST00000393394.5,130,965575.0,0.1320832818746567
ENST00000393394.5,130,965578.0,0.1285505443811417
ENST00000393394.5,130,967050.0,0.0001148082810687
ENST00000393394.5,130,965580.0,0.0003795766679104
ENST00000393394.5,130,967049.0,0.0005817705532536
ENST00000393394.5,130,965585.0,0.0000826033574413
ENST00000393394.5,130,965588.0,0.0004671946226154
ENST00000393394.5,130,965592.0,0.0224864222109318
ENST00000393394.5,130,965593.0,0.0002147822378902
ENST00000393394.5,130,965594.0,0.0006195764290169
ENST00000393394.5,130,965558.0,0.0134763298556209
ENST00000393394.5,130,965551.0,0.0000201577786356
ENST00000393394.5,130,965550.0,0.0062654297798872
ENST00000393394.5,130,965548.0,0.0537277758121490
ENST00000393394.5,130,965512.0,0.0000010091056311
ENST00000393394.5,130,965514.0,0.0257488153874874
ENST00000393394.5,130,965515.0,0.0036087739281356
ENST00000393394.5,130,967073.0,0.0050492379814386
ENST00000393394.5,130,967071.0,0.0103382607921958
ENST00000393394.5,130,965518.0,0.0000128793626573
ENST00000393394.5,130,965526.0,0.0061781313270330
ENST00000393394.5,130,967066.0,0.0005712228594348
ENST00000393394.5,130,965600.0,0.0424489155411720
ENST00000393394.5,130,965527.0,0.0137617019936442
ENST00000393394.5,130,965535.0,0.0002305706730112
ENST00000393394.5,130,965536.0,0.0006029138457961
ENST00000393394.5,130,965538.0,0.0000748485108488
ENST00000393394.5,130,967061.0,0.0023817976471037
ENST00000393394.5,130,965542.0,0.0009447220945731
ENST00000393394.5,130,967060.0,0.0004644146247301
ENST00000393394.5,130,967059.0,0.0117218587547541
ENST00000393394.5,130,965547.0,0.0024999042507261
ENST00000393394.5,130,967062.0,0.0087506808340549
ENST00000393394.5,130,965601.0,0.0005412266473286
ENST00000393394.5,130,965602.0,0.0005053987260908
ENST00000393394.5,130,967047.0,0.0006122583872639
ENST00000393394.5,130,967030.0,0.0017165885074064
ENST00000393394.5,130,967028.0,0.0002384259714745
ENST00000393394.5,130,965659.0,0.0000135626723932
ENST00000393394.5,130,967023.0,0.0018103030743077
ENST00000393394.5,130,965661.0,0.0040748682804406
ENST00000393394.5,130,965662.0,0.0000151536241901
ENST00000393394.5,130,965669.0,0.0002891208860092
ENST00000393394.5,130,965670.0,0.0000918764999369
ENST00000393394.5,130,965655.0,0.0004189705650788
ENST00000393394.5,130,965672.0,0.0022225673310459
ENST00000393394.5,130,965675.0,0.0009537421283312
ENST00000393394.5,130,965681.0,0.0023193582892418
ENST00000393394.5,130,965682.0,0.0028579633217305
ENST00000393394.5,130,965683.0,0.0001061445655068
ENST00000393394.5,130,965685.0,0.2178082168102264
ENST00000393394.5,130,965686.0,0.0004868204996455
ENST00000393394.5,130,967014.0,0.0000136721082526
ENST00000393394.5,130,965691.0,0.0000010908690911
ENST00000393394.5,130,965673.0,0.0016438694437966
ENST00000393394.5,130,965511.0,0.1836659312248230
ENST00000393394.5,130,967033.0,0.0000461058880319
ENST00000393394.5,130,967034.0,0.0020159436389804
ENST00000393394.5,130,965608.0,0.0011184285394847
ENST00000393394.5,130,967043.0,0.0001306725753238
ENST00000393394.5,130,965609.0,0.0000116750634334
ENST00000393394.5,130,965611.0,0.0012679971987382
ENST00000393394.5,130,965612.0,0.0465462133288383
ENST00000393394.5,130,965613.0,0.0002421331009828
ENST00000393394.5,130,967041.0,0.0011913644848391
ENST00000393394.5,130,965617.0,0.0042390706948936
ENST00000393394.5,130,965645.0,0.0003994973085355
ENST00000393394.5,130,967040.0,0.0054542548023164
ENST00000393394.5,130,965623.0,0.0000054972997532
ENST00000393394.5,130,965625.0,0.0020382292568684
ENST00000393394.5,130,965626.0,0.0452765524387360
ENST00000393394.5,130,965633.0,0.0031584096141160
ENST00000393394.5,130,965635.0,0.0007833921699785
ENST00000393394.5,130,967035.0,0.0002730679407250
ENST00000393394.5,130,965637.0,0.0003401193825994
ENST00000393394.5,130,965638.0,0.0002611928211991
ENST00000393394.5,130,967037.0,0.0012464135652408
ENST00000393394.5,130,967074.0,0.0000258860127360
ENST00000393394.5,130,967075.0,0.0006092768162489
ENST00000393394.5,130,965505.0,0.0000457870883110
ENST00000393394.5,130,967148.0,0.0002931947237812
ENST00000393394.5,130,965372.0,0.0001962906098925
ENST00000393394.5,130,967139.0,0.0011262310435995
ENST00000393394.5,130,967135.0,0.0001049591155606
ENST00000393394.5,130,965385.0,0.0003772347699851
ENST00000393394.5,130,965387.0,0.0000996171074803
ENST00000393394.5,130,965388.0,0.0000057234155975
ENST00000393394.5,130,967132.0,0.0261527523398399
ENST00000393394.5,130,965369.0,0.0000557883322472
ENST00000393394.5,130,965394.0,0.0054108635522425
ENST00000393394.5,130,967130.0,0.0000032329485293
ENST00000393394.5,130,965400.0,0.0012991206021979
ENST00000393394.5,130,967125.0,0.0000001696150775
ENST00000393394.5,130,967124.0,0.0000288699466182
ENST00000393394.5,130,965407.0,0.0001668120821705
ENST00000393394.5,130,967123.0,0.0036486242897809
ENST00000393394.5,130,965414.0,0.0000043568797992
ENST00000393394.5,130,967121.0,0.0000792050122982
ENST00000393394.5,130,965398.0,0.0006936318241060
ENST00000393394.5,130,965420.0,0.0241272170096636
ENST00000393394.5,130,965362.0,0.0074836723506451
ENST00000393394.5,130,965358.0,0.0293708667159081
ENST00000393394.5,130,965307.0,0.0000791820493760
ENST00000393394.5,130,965308.0,0.0063747847452760
ENST00000393394.5,130,965314.0,0.0001454860030208
ENST00000393394.5,130,965315.0,0.0009068310027942
ENST00000393394.5,130,965319.0,0.0001536174531793
ENST00000393394.5,130,965320.0,0.0658706277608871
ENST00000393394.5,130,965325.0,0.0004331656964496
ENST00000393394.5,130,967152.0,0.0003792348434217
ENST00000393394.5,130,965359.0,0.0017548098694533
ENST00000393394.5,130,965330.0,0.0003782657440752
ENST00000393394.5,130,965332.0,0.0048006316646934
ENST00000393394.5,130,965333.0,0.0270215217024088
ENST00000393394.5,130,965337.0,0.0004686513857450
ENST00000393394.5,130,965338.0,0.0000443418757641
ENST00000393394.5,130,967149.0,0.0049974285066128
ENST00000393394.5,130,965347.0,0.0932591781020164
ENST00000393394.5,130,965355.0,0.0020642909221351
ENST00000393394.5,130,965357.0,0.0000510752579430
ENST00000393394.5,130,965331.0,0.0037851769011468
ENST00000393394.5,130,965693.0,0.1814474612474442
ENST00000393394.5,130,965421.0,0.0000012511766272
ENST00000393394.5,130,965427.0,0.0041457987390459
ENST00000393394.5,130,967090.0,0.0028084111399949
ENST00000393394.5,130,965478.0,0.0001348538207822
ENST00000393394.5,130,967085.0,0.0001728683273541
ENST00000393394.5,130,967084.0,0.0000086261661636
ENST00000393394.5,130,965480.0,0.0000002817668019
ENST00000393394.5,130,965482.0,0.0011092431377620
ENST00000393394.5,130,967082.0,0.0008027534349822
ENST00000393394.5,130,965487.0,0.0319862700998783
ENST00000393394.5,130,965476.0,0.0002267020172440
ENST00000393394.5,130,965488.0,0.0115820299834013
ENST00000393394.5,130,965490.0,0.0000095665154731
ENST00000393394.5,130,965491.0,0.0017920697573572
ENST00000393394.5,130,965496.0,0.0071949562989175
ENST00000393394.5,130,967079.0,0.0010983459651470
ENST00000393394.5,130,965497.0,0.0000203568542929
ENST00000393394.5,130,965498.0,0.0008720600162633
ENST00000393394.5,130,965500.0,0.0001896170579130
ENST00000393394.5,130,967077.0,0.0040597426705062
ENST00000393394.5,130,965489.0,0.1763342618942261
ENST00000393394.5,130,965424.0,0.0002632388204802
ENST00000393394.5,130,965475.0,0.0252695884555578
ENST00000393394.5,130,965474.0,0.0234708618372679
ENST00000393394.5,130,967117.0,0.0000995284281089
ENST00000393394.5,130,965429.0,0.0003400117566343
ENST00000393394.5,130,965432.0,0.0484107024967670
ENST00000393394.5,130,967115.0,0.0024022383149713
ENST00000393394.5,130,965436.0,0.0002671005786397
ENST00000393394.5,130,965439.0,0.0115899359807372
ENST00000393394.5,130,967110.0,0.0003379189874977
ENST00000393394.5,130,965449.0,0.0144564714282751
ENST00000393394.5,130,967094.0,0.0820893421769142
ENST00000393394.5,130,965458.0,0.0001653518265812
ENST00000393394.5,130,965463.0,0.0062834024429321
ENST00000393394.5,130,967097.0,0.0013973588356748
ENST00000393394.5,130,965466.0,0.0000447695747425
ENST00000393394.5,130,965467.0,0.0025010365061462
ENST00000393394.5,130,965469.0,0.1600473374128342
ENST00000393394.5,130,965470.0,0.0013035315787420
ENST00000393394.5,130,965471.0,0.0063313213177025
ENST00000393394.5,130,967096.0,0.0395793728530407
